crash_date_time,person_type,street_no,street_direction,street_name,latitude,longitude,posted_speed_limit,driver_action,injury_classification,driver_vision,pedpedal_action,pedpedal_location,first_crash_type
2023-11-21T17:15:00.000,BICYCLE,1244,W,GRAND AVE,41.891170693,-87.659052742,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,AGAINST TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-11-21T12:30:00.000,BICYCLE,955,N,WOOD ST,41.89945672,-87.672130065,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-17T12:35:00.000,BICYCLE,1415,N,MILWAUKEE AVE,41.907679836,-87.673020755,25,FOLLOWED TOO CLOSELY,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-11-15T15:00:00.000,BICYCLE,2011,W,DIVISION ST,41.903072506,-87.677755184,30,NONE,INCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-11-12T14:30:00.000,BICYCLE,1600,N,WOOD ST,41.910649714,-87.672725814,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-10T16:35:00.000,BICYCLE,2000,N,MILWAUKEE AVE,41.917496608,-87.688719608,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-11-07T20:00:00.000,BICYCLE,2400,N,MILWAUKEE AVE,41.924727462,-87.700552669,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-11-07T17:30:00.000,BICYCLE,2489,N,MILWAUKEE AVE,41.926635027,-87.703199253,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-04T21:47:00.000,BICYCLE,1297,N,MILWAUKEE AVE,41.905325631,-87.669321997,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-11-03T23:08:00.000,PEDESTRIAN,1159,N,ASHLAND AVE,41.90330301,-87.66734702,30,NONE,NO INDICATION OF INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-31T18:51:00.000,PEDESTRIAN,2410,N,MILWAUKEE AVE,41.92491617,-87.700861659,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-28T15:00:00.000,BICYCLE,2366,N,MILWAUKEE AVE,41.924143174,-87.699603176,30,,INCAPACITATING INJURY,,NO ACTION,BIKEWAY,PEDALCYCLIST
2023-10-27T19:33:00.000,BICYCLE,1616,N,WESTERN AVE,41.910859081,-87.68738218,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2023-10-25T07:55:00.000,PEDESTRIAN,1601,N,MILWAUKEE AVE,41.910608138,-87.677577279,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-10-24T15:30:00.000,PEDESTRIAN,800,N,ASHLAND AVE,41.896113867,-87.667439581,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-10-23T19:10:00.000,PEDESTRIAN,1945,N,WESTERN AVE,41.916845473,-87.687242672,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-23T19:10:00.000,PEDESTRIAN,1945,N,WESTERN AVE,41.916845473,-87.687242672,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-23T17:21:00.000,PEDESTRIAN,2643,W,ARMITAGE AVE,41.917408703,-87.694005425,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-19T12:20:00.000,PEDESTRIAN,2295,N,MILWAUKEE AVE,41.922810239,-87.696981104,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2023-10-18T19:13:00.000,PEDESTRIAN,1514,N,MILWAUKEE AVE,41.908960247,-87.675476371,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,PEDESTRIAN
2023-10-16T15:15:00.000,PEDESTRIAN,1230,N,MILWAUKEE AVE,41.904011656,-87.667729409,30,NONE,"REPORTED, NOT EVIDENT",,WITH TRAFFIC,IN CROSSWALK,PEDESTRIAN
2023-10-14T00:03:00.000,PEDESTRIAN,2440,N,SACRAMENTO AVE,41.925953015,-87.702493187,25,OTHER,NO INDICATION OF INJURY,OTHER,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-10T19:15:00.000,BICYCLE,2443,N,SACRAMENTO AVE,41.926056903,-87.702202361,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-10-10T17:03:00.000,BICYCLE,1001,N,MARSHFIELD AVE,41.899757407,-87.668457816,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING RIGHT,BIKE LANE,PEDALCYCLIST
2023-10-09T14:46:00.000,PEDESTRIAN,1531,N,MILWAUKEE AVE,41.909417578,-87.675739438,30,,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-10-08T04:00:00.000,BICYCLE,1951,N,WESTERN AVE,41.917103631,-87.687248767,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-10-07T17:45:00.000,BICYCLE,1559,N,MILWAUKEE AVE,41.909926112,-87.676534357,35,,NO INDICATION OF INJURY,,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-10-06T13:40:00.000,PEDESTRIAN,800,N,MARSHFIELD AVE,41.896113838,-87.668663556,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-10-04T14:00:00.000,PEDESTRIAN,2159,W,DIVISION ST,41.902998631,-87.682015137,10,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-10-03T18:20:00.000,BICYCLE,2014,N,MILWAUKEE AVE,41.917946473,-87.689463907,15,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-10-03T13:20:00.000,PEDESTRIAN,2300,W,DIVISION ST,41.9031687,-87.684706042,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-10-02T18:15:00.000,PEDESTRIAN,1530,N,DAMEN AVE,41.909187572,-87.677576738,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-09-30T22:00:00.000,PEDESTRIAN,1999,W,DIVISION ST,41.903082422,-87.67719355,30,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-09-26T08:43:00.000,BICYCLE,1400,W,AUGUSTA BLVD,41.899893848,-87.662628756,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKEWAY,PEDALCYCLIST
2023-09-25T07:50:00.000,BICYCLE,2555,N,MILWAUKEE AVE,41.927836684,-87.705159999,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-09-23T22:58:00.000,BICYCLE,1950,W,NORTH AVE,41.910601614,-87.677120039,30,WRONG WAY/SIDE,INCAPACITATING INJURY,UNKNOWN,AGAINST TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-09-19T09:20:00.000,BICYCLE,629,N,WOOD ST,41.893219529,-87.671941421,20,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2023-09-18T15:30:00.000,BICYCLE,1547,N,MILWAUKEE AVE,41.909708169,-87.676193676,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-09-04T15:05:00.000,BICYCLE,2644,W,ARMITAGE AVE,41.917628353,-87.69411307,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-09-03T15:20:00.000,BICYCLE,2440,W,NORTH AVE,41.910410939,-87.688899155,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-08-31T15:40:00.000,PEDESTRIAN,1400,W,ERIE ST,41.893524703,-87.662412421,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDESTRIAN
2023-08-31T07:30:00.000,BICYCLE,1599,N,MILWAUKEE AVE,41.910477592,-87.677373525,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-08-29T20:37:00.000,BICYCLE,1801,W,DIVISION ST,41.903156154,-87.672422319,30,WRONG WAY/SIDE,NO INDICATION OF INJURY,UNKNOWN,AGAINST TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-29T14:00:00.000,BICYCLE,1165,N,MILWAUKEE AVE,41.903005039,-87.665706544,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-08-26T14:40:00.000,BICYCLE,1279,N,MILWAUKEE AVE,41.905075123,-87.668930563,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDALCYCLIST
2023-08-25T22:00:00.000,PEDESTRIAN,2300,W,DIVISION ST,41.9031687,-87.684706042,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - WITH SIGNAL,UNKNOWN/NA,PEDESTRIAN
2023-08-25T19:20:00.000,BICYCLE,1332,N,DAMEN AVE,41.905956346,-87.677486215,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-24T17:45:00.000,BICYCLE,2719,N,CALIFORNIA AVE,41.930878417,-87.697439658,10,UNKNOWN,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDALCYCLIST
2023-08-23T08:10:00.000,BICYCLE,2800,W,ARMITAGE AVE,41.917598837,-87.697253745,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-08-22T07:59:00.000,BICYCLE,2234,W,DIVISION ST,41.903192916,-87.683413383,30,FAILED TO YIELD,INCAPACITATING INJURY,NOT OBSCURED,NO ACTION,IN CROSSWALK,PEDALCYCLIST
2023-08-20T12:30:00.000,BICYCLE,1549,W,DIVISION ST,41.903242865,-87.667062048,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-08-20T12:30:00.000,BICYCLE,1549,W,DIVISION ST,41.903242865,-87.667062048,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-08-18T11:48:00.000,PEDESTRIAN,3027,W,DIVERSEY AVE,41.931943127,-87.70368842,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-08-16T18:05:00.000,BICYCLE,2439,W,ARMITAGE AVE,41.917452862,-87.688920608,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-08-16T08:05:00.000,BICYCLE,2222,N,CALIFORNIA AVE,41.922382282,-87.69748965,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-13T12:30:00.000,PEDESTRIAN,2300,N,MILWAUKEE AVE,41.922842577,-87.697487482,30,,NONINCAPACITATING INJURY,,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2023-08-08T21:40:00.000,BICYCLE,1944,N,MILWAUKEE AVE,41.916715309,-87.687473653,25,FOLLOWED TOO CLOSELY,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,UNKNOWN/NA,PEDALCYCLIST
2023-08-05T22:24:00.000,BICYCLE,1227,N,MILWAUKEE AVE,41.904024731,-87.667299933,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-05T02:40:00.000,BICYCLE,2918,W,PALMER ST,41.921765038,-87.700995882,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-08-04T22:25:00.000,PEDESTRIAN,1601,W,DIVISION ST,41.903235815,-87.667554068,30,NONE,INCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-08-03T18:17:00.000,PEDESTRIAN,2413,W,ARMITAGE AVE,41.917454013,-87.688108443,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-08-03T18:15:00.000,BICYCLE,1365,N,MILWAUKEE AVE,41.906732054,-87.671535976,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-08-02T23:16:00.000,BICYCLE,1600,N,MILWAUKEE AVE,41.910436799,-87.677761021,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-08-02T19:35:00.000,PEDESTRIAN,1599,W,AUGUSTA BLVD,41.899598746,-87.667361658,30,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-08-02T19:35:00.000,PEDESTRIAN,1599,W,AUGUSTA BLVD,41.899598746,-87.667361658,30,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-08-01T14:00:00.000,PEDESTRIAN,1909,N,WESTERN AVE,41.916062651,-87.687225778,30,,INCAPACITATING INJURY,,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2023-08-01T09:15:00.000,PEDESTRIAN,1400,N,MILWAUKEE AVE,41.907258596,-87.67281319,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDESTRIAN
2023-07-27T14:00:00.000,BICYCLE,2015,N,STAVE ST,41.917963207,-87.691729934,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,ENTER FROM DRIVE/ALLEY,UNKNOWN/NA,PEDALCYCLIST
2023-07-25T18:56:00.000,BICYCLE,2401,N,MILWAUKEE AVE,41.924897402,-87.700366572,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-07-22T13:40:00.000,BICYCLE,2458,W,ARMITAGE AVE,41.917667209,-87.689471383,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-07-22T00:20:00.000,BICYCLE,1232,W,GRAND AVE,41.891172733,-87.658947969,30,DISREGARDED CONTROL DEVICES,"REPORTED, NOT EVIDENT",UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-07-21T16:49:00.000,PEDESTRIAN,1390,N,WOLCOTT AVE,41.907163472,-87.673028399,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-07-18T08:35:00.000,BICYCLE,955,N,HOYNE AVE,41.89934101,-87.679448597,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-07-14T21:56:00.000,PEDESTRIAN,1932,N,MILWAUKEE AVE,41.916523129,-87.687169786,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2023-07-14T15:10:00.000,BICYCLE,1549,N,LEAVITT ST,41.910045125,-87.682189505,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2023-07-14T10:01:00.000,PEDESTRIAN,2330,N,WASHTENAW AVE,41.923826791,-87.69573282,30,,NONINCAPACITATING INJURY,,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-07-13T08:00:00.000,BICYCLE,1600,N,DAMEN AVE,41.910588421,-87.67764382,30,OTHER,"REPORTED, NOT EVIDENT",UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2023-07-12T17:21:00.000,BICYCLE,1357,N,MILWAUKEE AVE,41.906595842,-87.671323023,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-07-11T14:30:00.000,PEDESTRIAN,1816,W,DIVISION ST,41.90336466,-87.673082258,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-07-11T11:00:00.000,BICYCLE,2485,N,WESTERN AVE,41.926387233,-87.687550789,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-07-10T14:40:00.000,PEDESTRIAN,2340,N,SACRAMENTO AVE,41.924539597,-87.702459415,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,NOT IN ROADWAY,PEDESTRIAN
2023-07-07T15:29:00.000,BICYCLE,1200,N,MILWAUKEE AVE,41.903307804,-87.666632088,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,BIKE LANE,PEDALCYCLIST
2023-07-06T12:55:00.000,BICYCLE,1601,W,WALTON ST,41.898461463,-87.667418457,30,OTHER,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2023-07-06T08:45:00.000,BICYCLE,2150,N,CALIFORNIA AVE,41.921103325,-87.697451822,25,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-07-04T18:20:00.000,BICYCLE,1977,N,MILWAUKEE AVE,41.917497037,-87.68825459,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-07-04T18:20:00.000,PEDESTRIAN,1977,N,MILWAUKEE AVE,41.917497037,-87.68825459,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-07-04T18:20:00.000,PEDESTRIAN,1977,N,MILWAUKEE AVE,41.917497037,-87.68825459,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2023-06-30T18:00:00.000,BICYCLE,1422,N,HONORE ST,41.908809998,-87.675642718,20,NONE,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-06-30T15:52:00.000,BICYCLE,1525,N,MILWAUKEE AVE,41.909308606,-87.675569101,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,NO ACTION,BIKEWAY,PEDALCYCLIST
2023-06-29T15:44:00.000,BICYCLE,1408,N,MILWAUKEE AVE,41.90742473,-87.673073674,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2023-06-27T16:35:00.000,PEDESTRIAN,551,N,OGDEN AVE,41.892383831,-87.657726973,30,IMPROPER PASSING,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDESTRIAN
2023-06-24T23:04:00.000,BICYCLE,2333,N,MILWAUKEE AVE,41.923695255,-87.698408551,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2023-06-23T10:20:00.000,BICYCLE,2100,N,MILWAUKEE AVE,41.919351155,-87.69177239,20,NONE,INCAPACITATING INJURY,NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-06-21T14:44:00.000,BICYCLE,2399,N,MILWAUKEE AVE,41.924816741,-87.700234498,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-06-21T08:30:00.000,BICYCLE,2147,W,AUGUSTA BLVD,41.8993667,-87.681464702,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,BIKEWAY,PEDALCYCLIST
2023-06-15T12:30:00.000,BICYCLE,1913,N,ROCKWELL ST,41.916142389,-87.692117034,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-06-14T22:03:00.000,BICYCLE,1551,N,MILWAUKEE AVE,41.909780817,-87.676307236,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-06-14T16:48:00.000,BICYCLE,1213,N,ASHLAND AVE,41.903834955,-87.66736116,30,FAILED TO YIELD,NONINCAPACITATING INJURY,,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-06-10T01:30:00.000,PEDESTRIAN,1583,N,MILWAUKEE AVE,41.91036556,-87.67720678,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,UNKNOWN/NA,PEDESTRIAN
2023-06-09T16:43:00.000,PEDESTRIAN,2600,N,CALIFORNIA AVE,41.928788244,-87.697672173,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,AGAINST TRAFFIC,NOT IN ROADWAY,PEDESTRIAN
2023-06-09T12:40:00.000,BICYCLE,2350,W,NORTH AVE,41.910437131,-87.686823788,30,FAILED TO YIELD,NO INDICATION OF INJURY,UNKNOWN,TURNING RIGHT,IN ROADWAY,PEDALCYCLIST
2023-06-08T13:00:00.000,PEDESTRIAN,2134,N,WESTERN AVE,41.920932147,-87.687666009,20,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,NO ACTION,IN CROSSWALK,PEDESTRIAN
2023-06-01T18:40:00.000,BICYCLE,1519,N,MILWAUKEE AVE,41.909199636,-87.675398761,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-05-30T18:00:00.000,BICYCLE,1273,N,MILWAUKEE AVE,41.90498112,-87.668784748,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-05-26T21:30:00.000,BICYCLE,1899,W,AUGUSTA BLVD,41.89948212,-87.674647194,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-05-26T16:05:00.000,BICYCLE,1547,N,MILWAUKEE AVE,41.909708169,-87.676193676,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-05-26T06:58:00.000,BICYCLE,1500,W,DIVISION ST,41.903481367,-87.665102686,30,OTHER,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2023-05-25T16:30:00.000,PEDESTRIAN,2700,W,FULLERTON AVE,41.92494135,-87.69500315,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2023-05-25T16:00:00.000,BICYCLE,1702,W,DIVISION ST,41.903406574,-87.670516955,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2023-05-24T19:25:00.000,BICYCLE,2014,W,NORTH AVE,41.910583292,-87.677942724,30,IMPROPER LANE CHANGE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-05-24T16:45:00.000,PEDESTRIAN,1601,N,MILWAUKEE AVE,41.910608138,-87.677577279,35,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2023-05-23T15:50:00.000,BICYCLE,1600,N,ASHLAND AVE,41.910719243,-87.667840807,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2023-05-20T21:30:00.000,BICYCLE,1422,N,MILWAUKEE AVE,41.907715415,-87.673528568,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,UNKNOWN/NA,BIKE LANE,PEDALCYCLIST
2023-05-20T20:17:00.000,BICYCLE,1511,N,MILWAUKEE AVE,41.909037654,-87.675145922,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-05-20T14:18:00.000,BICYCLE,2349,N,MILWAUKEE AVE,41.924001294,-87.69890951,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2023-05-16T17:01:00.000,BICYCLE,1400,N,MILWAUKEE AVE,41.907258596,-87.67281319,25,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2023-05-12T14:57:00.000,BICYCLE,1384,N,MILWAUKEE AVE,41.906885612,-87.672228124,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2023-05-07T11:10:00.000,BICYCLE,1474,N,MILWAUKEE AVE,41.908611226,-87.674932052,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2023-05-07T00:05:00.000,PEDESTRIAN,501,N,OGDEN AVE,41.89103918,-87.658870519,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NOT AT INTERSECTION,IN ROADWAY,PEDESTRIAN
2023-05-07T00:05:00.000,PEDESTRIAN,501,N,OGDEN AVE,41.89103918,-87.658870519,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NOT AT INTERSECTION,IN ROADWAY,PEDESTRIAN
